,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,datetimeYear,datetimeMonth,datetimeWeek,datetimeDay,datetimeDayofweek,datetimeDayofyear,datetimeIs_month_end,datetimeIs_month_start,datetimeIs_quarter_end,datetimeIs_quarter_start,datetimeIs_year_end,datetimeIs_year_start,datetimeElapsed
5480,1,0,1,1,7.38,6.82,37,35.0008,12,63,2012,1,1,3,1,3,False,False,False,False,False,False,1325588400.0
5481,1,0,1,1,7.38,6.82,37,35.0008,4,70,2012,1,1,3,1,3,False,False,False,False,False,False,1325592000.0
5482,1,0,1,1,7.38,6.06,34,43.9989,5,68,2012,1,1,3,1,3,False,False,False,False,False,False,1325595600.0
5483,1,0,1,1,6.56,6.06,43,35.0008,7,72,2012,1,1,3,1,3,False,False,False,False,False,False,1325599200.0
5484,1,0,1,1,6.56,6.06,37,27.9993,9,68,2012,1,1,3,1,3,False,False,False,False,False,False,1325602800.0
5485,1,0,1,1,5.74,4.545,39,39.0007,7,129,2012,1,1,3,1,3,False,False,False,False,False,False,1325606400.0
5486,1,0,1,1,5.74,5.305,26,31.0009,4,241,2012,1,1,3,1,3,False,False,False,False,False,False,1325610000.0
5487,1,0,1,1,5.74,4.545,26,35.0008,10,214,2012,1,1,3,1,3,False,False,False,False,False,False,1325613600.0
5488,1,0,1,1,4.92,4.545,28,27.9993,4,152,2012,1,1,3,1,3,False,False,False,False,False,False,1325617200.0
5489,1,0,1,1,4.92,6.06,33,16.9979,0,115,2012,1,1,3,1,3,False,False,False,False,False,False,1325620800.0
5490,1,0,1,1,4.1,5.305,36,15.0013,2,66,2012,1,1,3,1,3,False,False,False,False,False,False,1325624400.0
5491,1,0,1,1,4.1,5.305,46,16.9979,0,33,2012,1,1,3,1,3,False,False,False,False,False,False,1325628000.0
5492,1,0,1,1,4.1,3.79,46,26.0027,0,18,2012,1,1,3,1,3,False,False,False,False,False,False,1325631600.0
5493,1,0,1,1,3.28,3.03,42,22.0028,0,9,2012,1,1,4,2,4,False,False,False,False,False,False,1325635200.0
5494,1,0,1,1,1.64,1.515,38,19.9995,0,3,2012,1,1,4,2,4,False,False,False,False,False,False,1325638800.0
5495,1,0,1,1,0.82,0.76,34,19.0012,0,1,2012,1,1,4,2,4,False,False,False,False,False,False,1325642400.0
5496,1,0,1,1,0.82,0.76,34,19.0012,0,1,2012,1,1,4,2,4,False,False,False,False,False,False,1325646000.0
5497,1,0,1,1,0.82,2.275,41,12.998,0,2,2012,1,1,4,2,4,False,False,False,False,False,False,1325649600.0
5498,1,0,1,1,0.82,2.275,41,12.998,0,14,2012,1,1,4,2,4,False,False,False,False,False,False,1325653200.0
5499,1,0,1,1,0.82,2.275,41,11.0014,0,59,2012,1,1,4,2,4,False,False,False,False,False,False,1325656800.0
5500,1,0,1,1,0.82,2.275,44,12.998,1,151,2012,1,1,4,2,4,False,False,False,False,False,False,1325660400.0
5501,1,0,1,1,0.82,3.03,44,8.9981,5,310,2012,1,1,4,2,4,False,False,False,False,False,False,1325664000.0
5502,1,0,1,1,1.64,3.03,45,8.9981,7,173,2012,1,1,4,2,4,False,False,False,False,False,False,1325667600.0
5503,1,0,1,1,2.46,5.305,45,0.0,7,57,2012,1,1,4,2,4,False,False,False,False,False,False,1325671200.0
5504,1,0,1,2,3.28,6.06,42,6.0032,6,40,2012,1,1,4,2,4,False,False,False,False,False,False,1325674800.0
5505,1,0,1,2,4.1,5.305,46,12.998,9,75,2012,1,1,4,2,4,False,False,False,False,False,False,1325678400.0
5506,1,0,1,2,5.74,6.06,43,16.9979,9,82,2012,1,1,4,2,4,False,False,False,False,False,False,1325682000.0
5507,1,0,1,2,5.74,6.06,46,16.9979,6,69,2012,1,1,4,2,4,False,False,False,False,False,False,1325685600.0
5508,1,0,1,2,7.38,7.575,37,22.0028,9,81,2012,1,1,4,2,4,False,False,False,False,False,False,1325689200.0
5509,1,0,1,2,7.38,8.335,40,19.0012,8,123,2012,1,1,4,2,4,False,False,False,False,False,False,1325692800.0
5510,1,0,1,2,8.2,9.85,40,12.998,9,272,2012,1,1,4,2,4,False,False,False,False,False,False,1325696400.0
5511,1,0,1,2,8.2,10.605,37,8.9981,9,280,2012,1,1,4,2,4,False,False,False,False,False,False,1325700000.0
5512,1,0,1,2,8.2,11.365,40,7.0015,2,182,2012,1,1,4,2,4,False,False,False,False,False,False,1325703600.0
5513,1,0,1,2,8.2,9.85,40,12.998,2,121,2012,1,1,4,2,4,False,False,False,False,False,False,1325707200.0
5514,1,0,1,2,8.2,12.88,44,0.0,2,88,2012,1,1,4,2,4,False,False,False,False,False,False,1325710800.0
5515,1,0,1,2,8.2,11.365,47,6.0032,4,48,2012,1,1,4,2,4,False,False,False,False,False,False,1325714400.0
5516,1,0,1,2,8.2,11.365,44,7.0015,0,32,2012,1,1,4,2,4,False,False,False,False,False,False,1325718000.0
5517,1,0,1,2,9.02,11.365,47,12.998,1,13,2012,1,1,5,3,5,False,False,False,False,False,False,1325721600.0
5518,1,0,1,1,8.2,11.365,51,6.0032,0,5,2012,1,1,5,3,5,False,False,False,False,False,False,1325725200.0
5519,1,0,1,1,8.2,11.365,51,6.0032,0,4,2012,1,1,5,3,5,False,False,False,False,False,False,1325728800.0
5520,1,0,1,1,8.2,12.88,61,0.0,0,4,2012,1,1,5,3,5,False,False,False,False,False,False,1325732400.0
5521,1,0,1,2,8.2,11.365,59,6.0032,0,5,2012,1,1,5,3,5,False,False,False,False,False,False,1325736000.0
5522,1,0,1,2,8.2,11.365,59,6.0032,0,26,2012,1,1,5,3,5,False,False,False,False,False,False,1325739600.0
5523,1,0,1,2,8.2,10.605,75,8.9981,0,78,2012,1,1,5,3,5,False,False,False,False,False,False,1325743200.0
5524,1,0,1,2,8.2,11.365,69,6.0032,3,212,2012,1,1,5,3,5,False,False,False,False,False,False,1325746800.0
5525,1,0,1,2,8.2,12.88,75,0.0,11,377,2012,1,1,5,3,5,False,False,False,False,False,False,1325750400.0
5526,1,0,1,2,9.02,13.635,69,0.0,7,220,2012,1,1,5,3,5,False,False,False,False,False,False,1325754000.0
5527,1,0,1,2,9.84,12.88,52,6.0032,5,81,2012,1,1,5,3,5,False,False,False,False,False,False,1325757600.0
5528,1,0,1,1,12.3,16.665,49,0.0,6,78,2012,1,1,5,3,5,False,False,False,False,False,False,1325761200.0
5529,1,0,1,1,12.3,14.395,49,16.9979,6,114,2012,1,1,5,3,5,False,False,False,False,False,False,1325764800.0
5530,1,0,1,1,13.94,15.15,42,19.9995,6,112,2012,1,1,5,3,5,False,False,False,False,False,False,1325768400.0
5531,1,0,1,1,13.94,15.91,39,19.0012,13,104,2012,1,1,5,3,5,False,False,False,False,False,False,1325772000.0
5532,1,0,1,1,14.76,16.665,34,19.0012,6,113,2012,1,1,5,3,5,False,False,False,False,False,False,1325775600.0
5533,1,0,1,1,14.76,16.665,34,19.0012,19,178,2012,1,1,5,3,5,False,False,False,False,False,False,1325779200.0
5534,1,0,1,2,14.76,17.425,34,12.998,19,393,2012,1,1,5,3,5,False,False,False,False,False,False,1325782800.0
5535,1,0,1,1,13.94,16.665,36,11.0014,9,374,2012,1,1,5,3,5,False,False,False,False,False,False,1325786400.0
5536,1,0,1,1,13.94,17.425,34,6.0032,10,255,2012,1,1,5,3,5,False,False,False,False,False,False,1325790000.0
5537,1,0,1,1,12.3,16.665,49,0.0,5,172,2012,1,1,5,3,5,False,False,False,False,False,False,1325793600.0
5538,1,0,1,1,10.66,13.635,60,8.9981,9,88,2012,1,1,5,3,5,False,False,False,False,False,False,1325797200.0
5539,1,0,1,1,10.66,12.88,60,11.0014,1,70,2012,1,1,5,3,5,False,False,False,False,False,False,1325800800.0
5540,1,0,1,1,9.84,12.88,70,7.0015,4,56,2012,1,1,5,3,5,False,False,False,False,False,False,1325804400.0
5541,1,0,1,1,9.02,12.88,75,6.0032,1,24,2012,1,1,6,4,6,False,False,False,False,False,False,1325808000.0
5542,1,0,1,1,9.02,13.635,75,0.0,2,6,2012,1,1,6,4,6,False,False,False,False,False,False,1325811600.0
5543,1,0,1,1,9.02,11.365,69,11.0014,2,3,2012,1,1,6,4,6,False,False,False,False,False,False,1325815200.0
5544,1,0,1,1,9.02,12.12,69,7.0015,1,3,2012,1,1,6,4,6,False,False,False,False,False,False,1325818800.0
5545,1,0,1,1,9.02,11.365,69,8.9981,0,3,2012,1,1,6,4,6,False,False,False,False,False,False,1325822400.0
5546,1,0,1,2,8.2,10.605,80,8.9981,0,13,2012,1,1,6,4,6,False,False,False,False,False,False,1325826000.0
5547,1,0,1,2,9.02,12.12,73,7.0015,1,69,2012,1,1,6,4,6,False,False,False,False,False,False,1325829600.0
5548,1,0,1,2,9.84,14.395,65,0.0,4,201,2012,1,1,6,4,6,False,False,False,False,False,False,1325833200.0
5549,1,0,1,1,9.84,12.12,70,8.9981,11,436,2012,1,1,6,4,6,False,False,False,False,False,False,1325836800.0
5550,1,0,1,1,9.84,12.12,70,11.0014,4,237,2012,1,1,6,4,6,False,False,False,False,False,False,1325840400.0
5551,1,0,1,1,10.66,12.88,65,12.998,14,102,2012,1,1,6,4,6,False,False,False,False,False,False,1325844000.0
5552,1,0,1,1,12.3,15.15,56,11.0014,8,130,2012,1,1,6,4,6,False,False,False,False,False,False,1325847600.0
5553,1,0,1,1,14.76,16.665,50,16.9979,23,168,2012,1,1,6,4,6,False,False,False,False,False,False,1325851200.0
5554,1,0,1,1,16.4,20.455,43,19.0012,16,188,2012,1,1,6,4,6,False,False,False,False,False,False,1325854800.0
5555,1,0,1,1,18.86,22.725,36,12.998,26,152,2012,1,1,6,4,6,False,False,False,False,False,False,1325858400.0
5556,1,0,1,1,21.32,25.0,27,16.9979,44,178,2012,1,1,6,4,6,False,False,False,False,False,False,1325862000.0
5557,1,0,1,1,21.32,25.0,27,19.0012,35,259,2012,1,1,6,4,6,False,False,False,False,False,False,1325865600.0
5558,1,0,1,1,18.86,22.725,36,15.0013,20,456,2012,1,1,6,4,6,False,False,False,False,False,False,1325869200.0
5559,1,0,1,1,20.5,24.24,29,16.9979,28,391,2012,1,1,6,4,6,False,False,False,False,False,False,1325872800.0
5560,1,0,1,1,18.86,22.725,33,19.0012,11,261,2012,1,1,6,4,6,False,False,False,False,False,False,1325876400.0
5561,1,0,1,1,17.22,21.21,41,12.998,14,163,2012,1,1,6,4,6,False,False,False,False,False,False,1325880000.0
5562,1,0,1,1,16.4,20.455,43,15.0013,17,137,2012,1,1,6,4,6,False,False,False,False,False,False,1325883600.0
5563,1,0,1,1,14.76,17.425,50,12.998,12,123,2012,1,1,6,4,6,False,False,False,False,False,False,1325887200.0
5564,1,0,1,1,14.76,18.94,50,0.0,13,88,2012,1,1,6,4,6,False,False,False,False,False,False,1325890800.0
5565,1,0,0,1,14.76,17.425,50,11.0014,2,77,2012,1,1,7,5,7,False,False,False,False,False,False,1325894400.0
5566,1,0,0,1,15.58,19.695,46,11.0014,6,56,2012,1,1,7,5,7,False,False,False,False,False,False,1325898000.0
5567,1,0,0,1,14.76,18.18,50,7.0015,2,36,2012,1,1,7,5,7,False,False,False,False,False,False,1325901600.0
5568,1,0,0,1,13.12,16.665,57,7.0015,1,19,2012,1,1,7,5,7,False,False,False,False,False,False,1325905200.0
5569,1,0,0,1,13.12,16.665,57,6.0032,1,9,2012,1,1,7,5,7,False,False,False,False,False,False,1325908800.0
5570,1,0,0,1,10.66,13.635,75,7.0015,2,7,2012,1,1,7,5,7,False,False,False,False,False,False,1325912400.0
5571,1,0,0,1,10.66,13.635,75,7.0015,0,7,2012,1,1,7,5,7,False,False,False,False,False,False,1325916000.0
5572,1,0,0,1,9.02,11.365,87,12.998,0,20,2012,1,1,7,5,7,False,False,False,False,False,False,1325919600.0
5573,1,0,0,1,9.84,12.88,75,7.0015,0,64,2012,1,1,7,5,7,False,False,False,False,False,False,1325923200.0
5574,1,0,0,1,9.02,11.365,80,8.9981,14,116,2012,1,1,7,5,7,False,False,False,False,False,False,1325926800.0
5575,1,0,0,1,11.48,15.15,75,6.0032,43,160,2012,1,1,7,5,7,False,False,False,False,False,False,1325930400.0
5576,1,0,0,1,13.94,15.91,57,15.0013,74,250,2012,1,1,7,5,7,False,False,False,False,False,False,1325934000.0
5577,1,0,0,1,16.4,20.455,43,15.0013,100,276,2012,1,1,7,5,7,False,False,False,False,False,False,1325937600.0
5578,1,0,0,1,18.04,21.97,44,12.998,149,296,2012,1,1,7,5,7,False,False,False,False,False,False,1325941200.0
5579,1,0,0,1,20.5,24.24,42,19.0012,156,356,2012,1,1,7,5,7,False,False,False,False,False,False,1325944800.0
5580,1,0,0,1,23.78,27.275,37,19.9995,132,317,2012,1,1,7,5,7,False,False,False,False,False,False,1325948400.0
5581,1,0,0,2,22.96,26.515,37,19.0012,133,268,2012,1,1,7,5,7,False,False,False,False,False,False,1325952000.0
5582,1,0,0,2,22.14,25.76,43,8.9981,87,235,2012,1,1,7,5,7,False,False,False,False,False,False,1325955600.0
5583,1,0,0,1,22.14,25.76,45,8.9981,49,248,2012,1,1,7,5,7,False,False,False,False,False,False,1325959200.0
5584,1,0,0,1,21.32,25.0,42,7.0015,44,171,2012,1,1,7,5,7,False,False,False,False,False,False,1325962800.0
5585,1,0,0,1,20.5,24.24,39,16.9979,21,149,2012,1,1,7,5,7,False,False,False,False,False,False,1325966400.0
5586,1,0,0,1,18.04,21.97,44,15.0013,22,118,2012,1,1,7,5,7,False,False,False,False,False,False,1325970000.0
5587,1,0,0,1,18.04,21.97,38,16.9979,16,93,2012,1,1,7,5,7,False,False,False,False,False,False,1325973600.0
5588,1,0,0,1,17.22,21.21,38,15.0013,16,103,2012,1,1,7,5,7,False,False,False,False,False,False,1325977200.0
5589,1,0,0,1,15.58,19.695,40,19.0012,14,77,2012,1,1,8,6,8,False,False,False,False,False,False,1325980800.0
5590,1,0,0,1,13.94,16.665,42,12.998,10,62,2012,1,1,8,6,8,False,False,False,False,False,False,1325984400.0
5591,1,0,0,1,14.76,16.665,37,19.0012,10,57,2012,1,1,8,6,8,False,False,False,False,False,False,1325988000.0
5592,1,0,0,1,13.94,16.665,42,8.9981,6,26,2012,1,1,8,6,8,False,False,False,False,False,False,1325991600.0
5593,1,0,0,1,13.12,15.15,49,16.9979,2,4,2012,1,1,8,6,8,False,False,False,False,False,False,1325995200.0
5594,1,0,0,2,13.12,16.665,49,7.0015,0,2,2012,1,1,8,6,8,False,False,False,False,False,False,1325998800.0
5595,1,0,0,2,12.3,16.665,52,0.0,0,2,2012,1,1,8,6,8,False,False,False,False,False,False,1326002400.0
5596,1,0,0,2,12.3,16.665,52,0.0,1,23,2012,1,1,8,6,8,False,False,False,False,False,False,1326006000.0
5597,1,0,0,1,12.3,15.15,52,8.9981,4,53,2012,1,1,8,6,8,False,False,False,False,False,False,1326009600.0
5598,1,0,0,1,13.12,16.665,53,8.9981,23,102,2012,1,1,8,6,8,False,False,False,False,False,False,1326013200.0
5599,1,0,0,1,13.94,16.665,49,11.0014,27,181,2012,1,1,8,6,8,False,False,False,False,False,False,1326016800.0
5600,1,0,0,1,14.76,17.425,46,15.0013,55,201,2012,1,1,8,6,8,False,False,False,False,False,False,1326020400.0
5601,1,0,0,1,15.58,19.695,43,15.0013,78,273,2012,1,1,8,6,8,False,False,False,False,False,False,1326024000.0
5602,1,0,0,1,16.4,20.455,37,19.9995,77,266,2012,1,1,8,6,8,False,False,False,False,False,False,1326027600.0
5603,1,0,0,1,16.4,20.455,40,12.998,75,253,2012,1,1,8,6,8,False,False,False,False,False,False,1326031200.0
5604,1,0,0,1,16.4,20.455,37,19.0012,89,241,2012,1,1,8,6,8,False,False,False,False,False,False,1326034800.0
5605,1,0,0,1,16.4,20.455,37,19.9995,58,256,2012,1,1,8,6,8,False,False,False,False,False,False,1326038400.0
5606,1,0,0,1,15.58,19.695,40,15.0013,22,197,2012,1,1,8,6,8,False,False,False,False,False,False,1326042000.0
5607,1,0,0,1,13.94,15.91,46,15.0013,19,162,2012,1,1,8,6,8,False,False,False,False,False,False,1326045600.0
5608,1,0,0,1,13.12,15.91,49,12.998,8,104,2012,1,1,8,6,8,False,False,False,False,False,False,1326049200.0
5609,1,0,0,1,12.3,15.15,52,11.0014,7,119,2012,1,1,8,6,8,False,False,False,False,False,False,1326052800.0
5610,1,0,0,1,11.48,13.635,56,15.0013,10,81,2012,1,1,8,6,8,False,False,False,False,False,False,1326056400.0
5611,1,0,0,1,10.66,13.635,60,7.0015,4,54,2012,1,1,8,6,8,False,False,False,False,False,False,1326060000.0
5612,1,0,0,1,10.66,12.12,56,16.9979,0,30,2012,1,1,8,6,8,False,False,False,False,False,False,1326063600.0
5613,1,0,1,1,9.84,11.365,60,15.0013,3,12,2012,1,2,9,0,9,False,False,False,False,False,False,1326067200.0
5614,1,0,1,1,9.84,12.12,60,8.9981,1,4,2012,1,2,9,0,9,False,False,False,False,False,False,1326070800.0
5615,1,0,1,1,9.84,12.12,56,8.9981,2,3,2012,1,2,9,0,9,False,False,False,False,False,False,1326074400.0
5616,1,0,1,1,9.84,12.12,52,11.0014,0,3,2012,1,2,9,0,9,False,False,False,False,False,False,1326078000.0
5617,1,0,1,1,9.02,12.12,64,7.0015,0,4,2012,1,2,9,0,9,False,False,False,False,False,False,1326081600.0
5618,1,0,1,2,8.2,11.365,64,6.0032,0,21,2012,1,2,9,0,9,False,False,False,False,False,False,1326085200.0
5619,1,0,1,2,9.02,11.365,60,8.9981,3,85,2012,1,2,9,0,9,False,False,False,False,False,False,1326088800.0
5620,1,0,1,2,9.02,12.12,60,7.0015,1,239,2012,1,2,9,0,9,False,False,False,False,False,False,1326092400.0
5621,1,0,1,2,9.02,12.88,55,6.0032,13,407,2012,1,2,9,0,9,False,False,False,False,False,False,1326096000.0
5622,1,0,1,2,9.02,13.635,64,0.0,9,188,2012,1,2,9,0,9,False,False,False,False,False,False,1326099600.0
5623,1,0,1,1,9.84,14.395,60,0.0,13,95,2012,1,2,9,0,9,False,False,False,False,False,False,1326103200.0
5624,1,0,1,2,10.66,14.395,56,6.0032,6,82,2012,1,2,9,0,9,False,False,False,False,False,False,1326106800.0
5625,1,0,1,2,10.66,13.635,56,7.0015,10,93,2012,1,2,9,0,9,False,False,False,False,False,False,1326110400.0
5626,1,0,1,2,10.66,13.635,56,7.0015,3,77,2012,1,2,9,0,9,False,False,False,False,False,False,1326114000.0
5627,1,0,1,3,9.02,11.365,75,11.0014,5,45,2012,1,2,9,0,9,False,False,False,False,False,False,1326117600.0
5628,1,0,1,3,9.02,11.365,75,11.0014,5,64,2012,1,2,9,0,9,False,False,False,False,False,False,1326121200.0
5629,1,0,1,3,9.02,12.88,87,6.0032,3,46,2012,1,2,9,0,9,False,False,False,False,False,False,1326124800.0
5630,1,0,1,3,9.02,13.635,87,0.0,5,147,2012,1,2,9,0,9,False,False,False,False,False,False,1326128400.0
5631,1,0,1,4,8.2,11.365,86,6.0032,6,158,2012,1,2,9,0,9,False,False,False,False,False,False,1326132000.0
5632,1,0,1,3,8.2,11.365,93,6.0032,3,187,2012,1,2,9,0,9,False,False,False,False,False,False,1326135600.0
5633,1,0,1,2,8.2,11.365,86,6.0032,5,127,2012,1,2,9,0,9,False,False,False,False,False,False,1326139200.0
5634,1,0,1,2,8.2,12.88,93,0.0,1,78,2012,1,2,9,0,9,False,False,False,False,False,False,1326142800.0
5635,1,0,1,2,8.2,11.365,92,7.0015,8,54,2012,1,2,9,0,9,False,False,False,False,False,False,1326146400.0
5636,1,0,1,2,9.02,12.12,87,7.0015,1,51,2012,1,2,9,0,9,False,False,False,False,False,False,1326150000.0
5637,1,0,1,2,9.02,12.12,87,7.0015,0,14,2012,1,2,10,1,10,False,False,False,False,False,False,1326153600.0
5638,1,0,1,2,9.02,12.12,93,7.0015,2,3,2012,1,2,10,1,10,False,False,False,False,False,False,1326157200.0
5639,1,0,1,2,9.02,11.365,87,11.0014,2,2,2012,1,2,10,1,10,False,False,False,False,False,False,1326160800.0
5640,1,0,1,2,8.2,10.605,86,11.0014,0,4,2012,1,2,10,1,10,False,False,False,False,False,False,1326168000.0
5641,1,0,1,1,16.4,20.455,47,15.0013,0,23,2012,1,2,10,1,10,False,False,False,False,False,False,1326171600.0
5642,1,0,1,2,7.38,9.09,93,12.998,0,79,2012,1,2,10,1,10,False,False,False,False,False,False,1326175200.0
5643,1,0,1,2,7.38,9.85,93,11.0014,3,219,2012,1,2,10,1,10,False,False,False,False,False,False,1326178800.0
5644,1,0,1,2,7.38,9.85,93,11.0014,6,465,2012,1,2,10,1,10,False,False,False,False,False,False,1326182400.0
5645,1,0,1,2,7.38,9.85,93,11.0014,11,184,2012,1,2,10,1,10,False,False,False,False,False,False,1326186000.0
5646,1,0,1,2,7.38,9.85,93,11.0014,3,80,2012,1,2,10,1,10,False,False,False,False,False,False,1326189600.0
5647,1,0,1,1,17.22,21.21,38,19.9995,8,93,2012,1,2,10,1,10,False,False,False,False,False,False,1326193200.0
5648,1,0,1,1,17.22,21.21,38,19.9995,13,127,2012,1,2,10,1,10,False,False,False,False,False,False,1326196800.0
5649,1,0,1,1,17.22,21.21,38,19.9995,15,163,2012,1,2,10,1,10,False,False,False,False,False,False,1326200400.0
5650,1,0,1,1,17.22,21.21,38,19.9995,10,96,2012,1,2,10,1,10,False,False,False,False,False,False,1326204000.0
5651,1,0,1,1,17.22,21.21,38,19.9995,17,119,2012,1,2,10,1,10,False,False,False,False,False,False,1326207600.0
5652,1,0,1,1,17.22,21.21,38,23.9994,15,225,2012,1,2,10,1,10,False,False,False,False,False,False,1326211200.0
5653,1,0,1,1,17.22,21.21,38,16.9979,14,446,2012,1,2,10,1,10,False,False,False,False,False,False,1326214800.0
5654,1,0,1,1,16.4,20.455,40,7.0015,13,372,2012,1,2,10,1,10,False,False,False,False,False,False,1326218400.0
5655,1,0,1,1,15.58,19.695,46,7.0015,11,270,2012,1,2,10,1,10,False,False,False,False,False,False,1326222000.0
5656,1,0,1,1,13.94,17.425,53,7.0015,10,190,2012,1,2,10,1,10,False,False,False,False,False,False,1326225600.0
5657,1,0,1,1,13.12,16.665,66,6.0032,7,109,2012,1,2,10,1,10,False,False,False,False,False,False,1326229200.0
5658,1,0,1,1,12.3,15.15,70,6.0032,10,104,2012,1,2,10,1,10,False,False,False,False,False,False,1326232800.0
5659,1,0,1,1,10.66,13.635,81,7.0015,3,38,2012,1,2,10,1,10,False,False,False,False,False,False,1326236400.0
5660,1,0,1,1,10.66,15.15,81,0.0,2,26,2012,1,2,11,2,11,False,False,False,False,False,False,1326240000.0
5661,1,0,1,1,9.84,12.88,87,6.0032,1,6,2012,1,2,11,2,11,False,False,False,False,False,False,1326243600.0
5662,1,0,1,1,8.2,10.605,85,11.0014,0,5,2012,1,2,11,2,11,False,False,False,False,False,False,1326247200.0
5663,1,0,1,1,9.02,13.635,80,0.0,0,4,2012,1,2,11,2,11,False,False,False,False,False,False,1326250800.0
